order_date,product_id,product_name,category,brand,price,is_hot,product_region_level,daily_qty,daily_amount,daily_orders,daily_users,year,month,day,dayofweek,weekofyear,is_weekend,is_month_start,is_month_end,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_max_30,lag_7_ratio,lag_30_ratio,target_7d,segment_新客_qty,segment_低频_qty,segment_中频_qty,segment_高频_qty
2024-02-25,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,2,25,6,8,1,0,0,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,61,115,0
2024-02-26,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,2,26,0,9,0,0,0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.7559289460184545,2.0,0.2857142857142857,0.6112498455021266,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1,87,58,0
2024-02-27,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,2,27,1,9,0,0,0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,0.21428571428571427,0.5789342235218394,2.0,0.0,0.0,0.0,1.0,0.0,3.0,6,84,95,0
2024-02-28,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,2,28,2,9,0,0,0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,2.0,0.2857142857142857,0.6112498455021266,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4,85,93,0
2024-02-29,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,301.86,1.0,1.0,2024,2,29,3,9,0,0,1,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,2.0,0.2857142857142857,0.6112498455021266,2.0,0.0,0.0,0.0,1.0,0.0,3.0,4,83,83,0
2024-03-01,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,3,1,4,9,0,1,0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,2.0,0.35714285714285715,0.6333236937766509,2.0,0.0,0.0,0.0,1.0,0.0,7.0,5,70,99,0
2024-03-02,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,2,5,9,1,0,0,1.0,0.0,2.0,1.0,0.0,0.7142857142857143,0.7559289460184545,2.0,0.42857142857142855,0.646206172658864,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1,57,91,0
2024-03-03,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,3,6,9,1,0,0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248489,1.0,0.35714285714285715,0.6333236937766509,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4,76,113,0
2024-03-04,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,4,0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248489,1.0,0.35714285714285715,0.6333236937766509,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2,87,74,0
2024-03-05,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,301.86,1.0,1.0,2024,3,5,1,10,0,0,0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248489,1.0,0.35714285714285715,0.6333236937766509,2.0,0.0,0.0,0.0,0.5,0.0,7.0,5,79,110,0
2024-03-06,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,3,6,2,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5345224838248489,1.0,0.42857142857142855,0.646206172658864,2.0,0.0,0.0,0.0,1.0,0.0,6.0,2,90,101,0
2024-03-07,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,7,3,10,0,0,0,1.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5345224838248489,1.0,0.5,0.6504436355879908,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0,104,109,0
2024-03-08,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,5.0,1593.15,3.0,3.0,2024,3,8,4,10,0,0,0,0.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248488,1.0,0.5,0.6504436355879908,2.0,0.0,0.0,0.0,2.5,0.0,1.0,2,87,117,0
2024-03-09,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,9,5,10,1,0,0,5.0,1.0,0.0,2.0,0.0,1.0,1.8257418583505538,5.0,0.8571428571428571,1.3506205330054122,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,78,108,0
2024-03-10,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,3,10,6,10,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.8257418583505538,5.0,0.7142857142857143,1.3259870882635918,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3,119,133,0
2024-03-11,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,11,0,11,0,0,0,1.0,5.0,0.0,0.0,0.0,1.1428571428571428,1.7728105208558367,5.0,0.7857142857142857,1.3114039117603011,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,102,0
2024-03-12,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,12,1,11,0,0,0,0.0,0.0,1.0,1.0,0.0,1.1428571428571428,1.7728105208558367,5.0,0.7857142857142857,1.3114039117603011,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,96,115,0
2024-03-13,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,13,2,11,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.8257418583505538,5.0,0.7142857142857143,1.3259870882635918,5.0,0.5,1.0085838484282528,5.0,0.0,0.0,0.0,3,126,110,0
2024-03-14,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,14,3,11,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,1.864454471471609,5.0,0.7142857142857143,1.3259870882635918,5.0,0.4666666666666667,1.0080138659874618,5.0,0.0,0.0,0.0,1,103,112,0
2024-03-15,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,15,4,11,0,0,0,0.0,0.0,5.0,1.0,0.0,0.8571428571428571,1.864454471471609,5.0,0.6428571428571429,1.3363062095621219,5.0,0.4666666666666667,1.0080138659874618,5.0,0.0,0.0,0.0,1,95,106,0
2024-03-16,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,16,5,11,1,0,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092286,1.0,0.5714285714285714,1.3424596091494903,5.0,0.4666666666666667,1.0080138659874618,5.0,0.0,0.0,0.0,3,112,123,0
2024-03-17,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,17,6,11,1,0,0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.3779644730092286,1.0,0.5714285714285714,1.3424596091494903,5.0,0.4666666666666667,1.0080138659874618,5.0,0.0,0.0,0.0,1,113,107,0
2024-03-18,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,18,0,12,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,1.3424596091494903,5.0,0.4666666666666667,1.0080138659874618,5.0,0.0,0.0,0.0,3,83,114,0
2024-03-19,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,19,1,12,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.3424596091494903,5.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,0.0,4,99,114,0
2024-03-20,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,20,2,12,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.3445044840729643,5.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,2.0,2,87,115,0
2024-03-21,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,21,3,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.3424596091494903,5.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,2.0,4,118,113,0
2024-03-22,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,22,4,12,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.42857142857142855,1.3424596091494903,5.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,3.0,2,116,106,0
2024-03-23,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,23,5,12,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2672612419124239,1.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,3.0,3,121,124,0
2024-03-24,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,24,6,12,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.2672612419124239,1.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,4.0,3,106,124,0
2024-03-25,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,25,0,13,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,4.0,2,113,134,0
2024-03-26,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,26,1,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.9643054793328018,5.0,0.0,0.0,9.0,1,108,160,0
2024-03-27,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,2.0,670.8,1.0,1.0,2024,3,27,2,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.9643054793328018,5.0,2.0,2.0,8.0,2,110,141,0
2024-03-28,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,28,3,13,0,0,0,2.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.7559289460184551,2.0,0.14285714285714285,0.5345224838248486,2.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,9.0,5,119,136,0
2024-03-29,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,3,29,4,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184551,2.0,0.14285714285714285,0.5345224838248486,2.0,0.4,1.0034423509719619,5.0,1.0,1.0,8.0,10,114,138,0
2024-03-30,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,3,30,5,13,1,0,0,1.0,2.0,0.0,0.0,1.0,0.42857142857142855,0.7867957924694436,2.0,0.21428571428571427,0.5789342235218392,2.0,0.43333333333333335,1.0063019815944514,5.0,0.0,0.0,8.0,2,110,137,0
2024-03-31,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,268.32,1.0,1.0,2024,3,31,6,13,1,0,1,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.7867957924694436,2.0,0.21428571428571427,0.5789342235218392,2.0,0.4,1.0034423509719619,5.0,1.0,0.5,7.0,2,118,125,0
2024-04-01,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,1,0,14,0,1,0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694436,2.0,0.2857142857142857,0.6112498455021264,2.0,0.4,1.0034423509719619,5.0,0.0,0.0,7.0,2,110,129,0
2024-04-02,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,5.0,1609.92,3.0,3.0,2024,4,2,1,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694436,2.0,0.2857142857142857,0.6112498455021262,2.0,0.4,1.0034423509719619,5.0,5.0,5.0,5.0,1,116,134,0
2024-04-03,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,4,3,2,14,0,0,0,5.0,1.0,2.0,0.0,0.0,1.2857142857142858,1.799470821684875,5.0,0.6428571428571429,1.3926810257774171,5.0,0.5666666666666667,1.3047217521658452,5.0,0.3333333333333333,1.0,4.0,4,141,143,0
2024-04-04,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,4,4,3,14,0,0,0,1.0,0.0,0.0,0.0,1.0,1.1428571428571428,1.772810520855837,5.0,0.7142857142857143,1.3827826698682304,5.0,0.6,1.3025174563659143,5.0,1.0,0.5,3.0,5,131,143,0
2024-04-05,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,5,4,14,0,0,0,1.0,5.0,1.0,0.0,1.0,1.2857142857142858,1.7043362064926935,5.0,0.7857142857142857,1.3688047244316384,5.0,0.6,1.3025174563659143,5.0,0.0,0.0,5.0,7,151,141,0
2024-04-06,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,6,5,14,1,0,0,0.0,1.0,0.0,0.0,0.0,1.1428571428571428,1.772810520855837,5.0,0.7857142857142857,1.3688047244316384,5.0,0.5666666666666667,1.3047217521658452,5.0,0.0,0.0,5.0,2,125,165,0
2024-04-07,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,7,6,14,1,0,0,0.0,1.0,1.0,0.0,5.0,1.1428571428571428,1.772810520855837,5.0,0.7857142857142857,1.3688047244316384,5.0,0.5666666666666667,1.3047217521658452,5.0,0.0,0.0,9.0,3,130,138,0
2024-04-08,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,8,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.8257418583505538,5.0,0.7857142857142857,1.3688047244316384,5.0,0.4,1.003442350971962,5.0,0.0,0.0,10.0,6,119,159,0
2024-04-09,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,3.0,1006.2,2.0,2.0,2024,4,9,1,15,0,0,0,0.0,0.0,5.0,0.0,1.0,1.0,1.8257418583505538,5.0,0.7857142857142857,1.3688047244316384,5.0,0.4,1.003442350971962,5.0,0.5,1.5,7.0,4,151,146,0
2024-04-10,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,10,2,15,0,0,0,3.0,0.0,1.0,2.0,0.0,0.7142857142857143,1.112697280528374,3.0,1.0,1.4675987714106855,5.0,0.4666666666666667,1.1058881072455418,5.0,0.0,0.0,8.0,2,135,146,0
2024-04-11,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,11,3,15,0,0,0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,1.1338934190276821,3.0,0.8571428571428571,1.4600918230947433,5.0,0.4666666666666667,1.1058881072455418,5.0,0.0,0.0,8.0,6,121,136,0
2024-04-12,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,2.0,570.18,1.0,1.0,2024,4,12,4,15,0,0,0,0.0,3.0,0.0,1.0,0.0,0.42857142857142855,1.1338934190276821,3.0,0.8571428571428571,1.4600918230947433,5.0,0.4666666666666667,1.1058881072455418,5.0,2.0,2.0,6.0,8,135,170,0
2024-04-13,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,13,5,15,1,0,0,2.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.2535663410560178,3.0,0.9285714285714286,1.4917354742965405,5.0,0.5333333333333333,1.136641554311871,5.0,0.0,0.0,7.0,0,127,166,0
2024-04-14,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,4.0,1240.98,2.0,2.0,2024,4,14,6,15,1,0,0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,1.2535663410560178,3.0,0.9285714285714286,1.4917354742965405,5.0,0.5333333333333333,1.136641554311871,5.0,4.0,4.0,3.0,8,148,143,0
2024-04-15,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,301.86,1.0,1.0,2024,4,15,0,16,0,0,0,4.0,2.0,0.0,0.0,0.0,1.2857142857142858,1.7043362064926935,4.0,1.1428571428571428,1.70326125450528,5.0,0.6666666666666666,1.295438504731209,5.0,1.0,1.0,4.0,3,156,200,0
2024-04-16,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,16,1,16,0,0,0,1.0,0.0,3.0,5.0,0.0,1.4285714285714286,1.618347187425374,4.0,1.2142857142857142,1.6723346844167575,5.0,0.7,1.2905492014562292,5.0,0.0,0.0,4.0,0,162,164,0
2024-04-17,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,301.86,1.0,1.0,2024,4,17,2,16,0,0,0,0.0,4.0,0.0,1.0,0.0,1.0,1.5275252316519468,4.0,0.8571428571428571,1.2924123453177276,4.0,0.7,1.2905492014562292,5.0,1.0,1.0,3.0,8,140,213,0
2024-04-18,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,18,3,16,0,0,0,1.0,1.0,0.0,1.0,0.0,1.1428571428571428,1.4638501094227998,4.0,0.8571428571428571,1.2924123453177276,4.0,0.7333333333333333,1.284746944983205,5.0,0.0,0.0,4.0,6,158,179,0
2024-04-19,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,19,4,16,0,0,0,0.0,0.0,2.0,0.0,0.0,1.1428571428571428,1.4638501094227998,4.0,0.7857142857142857,1.311403911760301,4.0,0.7333333333333333,1.284746944983205,5.0,0.0,0.0,4.0,8,142,173,0
2024-04-20,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,4,20,5,16,1,0,0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,1.4638501094228,4.0,0.7857142857142857,1.311403911760301,4.0,0.7333333333333333,1.284746944983205,5.0,1.0,1.0,3.0,5,163,154,0
2024-04-21,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,21,6,16,1,0,0,1.0,0.0,4.0,0.0,0.0,1.0,1.4142135623730951,4.0,0.8571428571428571,1.2924123453177276,4.0,0.7666666666666667,1.2780193008453877,5.0,0.0,0.0,4.0,1,154,182,0
2024-04-22,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,2.0,670.8,1.0,1.0,2024,4,22,0,17,0,0,0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5345224838248499,1.0,0.8571428571428571,1.2924123453177276,4.0,0.7666666666666667,1.2780193008453877,5.0,1.0,2.0,2.0,6,161,199,0
2024-04-23,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,23,1,17,0,0,0,2.0,1.0,0.0,3.0,0.0,0.5714285714285714,0.7867957924694438,2.0,1.0,1.3008872711759814,4.0,0.8333333333333334,1.288766674084136,5.0,0.0,0.0,4.0,2,158,199,0
2024-04-24,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,24,2,17,0,0,0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.7867957924694438,2.0,0.7857142857142857,1.1883130530663675,4.0,0.8333333333333334,1.288766674084136,5.0,0.0,0.0,4.0,3,185,203,0
2024-04-25,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,4,25,3,17,0,0,0,0.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.786795792469444,2.0,0.7857142857142857,1.1883130530663675,4.0,0.8333333333333334,1.288766674084136,5.0,1.0,1.0,4.0,6,140,185,0
2024-04-26,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,26,4,17,0,0,0,1.0,0.0,0.0,2.0,2.0,0.5714285714285714,0.7867957924694438,2.0,0.8571428571428571,1.1673205911990767,4.0,0.8666666666666667,1.279367659898984,5.0,0.0,0.0,4.0,1,152,202,0
2024-04-27,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,27,5,17,1,0,0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.7867957924694438,2.0,0.7142857142857143,1.1387288073563855,4.0,0.8,1.2703515668696899,5.0,0.0,0.0,7.0,13,146,218,0
2024-04-28,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,4,28,6,17,1,0,0,0.0,1.0,0.0,4.0,1.0,0.42857142857142855,0.786795792469444,2.0,0.7142857142857143,1.1387288073563855,4.0,0.8,1.2703515668696899,5.0,1.0,0.5,6.0,8,194,236,0
2024-04-29,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,4,29,0,18,0,0,0,1.0,0.0,2.0,1.0,0.0,0.5714285714285714,0.7867957924694438,2.0,0.5,0.6504436355879905,2.0,0.8,1.2703515668696899,5.0,0.0,0.0,6.0,6,183,214,0
2024-04-30,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,2.0,586.95,2.0,2.0,2024,4,30,1,18,0,0,1,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.487950036474268,1.0,0.42857142857142855,0.6462061726588636,2.0,0.8,1.2703515668696899,5.0,2.0,1.0,4.0,6,134,167,0
2024-05-01,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,5,1,2,18,0,1,0,2.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.7867957924694438,2.0,0.5714285714285714,0.7559289460184542,2.0,0.8333333333333334,1.288766674084136,5.0,0.0,0.0,4.0,10,156,222,0
2024-05-02,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,1.0,335.4,1.0,1.0,2024,5,2,3,18,0,0,0,0.0,0.0,1.0,0.0,5.0,0.5714285714285714,0.7867957924694438,2.0,0.5,0.7595545253127496,2.0,0.8333333333333334,1.288766674084136,5.0,0.5,0.16666666666666666,4.0,4,135,188,0
2024-05-03,200530,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2024,5,3,4,18,0,0,0,1.0,2.0,0.0,0.0,1.0,0.5714285714285714,0.7867957924694438,2.0,0.5714285714285714,0.7559289460184542,2.0,0.7,1.02216808119159,4.0,0.0,0.0,4.0,4,183,200,0
2024-05-04,200530,花西子 空气蜜粉,美妆护肤,花西子,335.4,1.0,二线,3.0,1006.2,1.0,1.0,2024,5,4,5,18,1,0,0,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,0.7867957924694438,2.0,0.5714285714285714,0.7559289460184542,2.0,0.6666666666666666,1.0283342182227608,4.0,3.0,1.5,2.0,11,158,199,0
